rel_key,priority,priority_label,doc_depth,kind,rel_path,abs_path,output_md,parent_summary_only,status,reason
file:src/utils/background/remote/remoteSession.ts,2841,D,skip,file,src/utils/background/remote/remoteSession.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/background/remote/remoteSession.ts,files/src__utils__background__remote__remoteSession.ts.md,1,skipped,skipped: below default budget
file:src/utils/computerUse/platforms/darwin.ts,2842,D,skip,file,src/utils/computerUse/platforms/darwin.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/computerUse/platforms/darwin.ts,files/src__utils__computerUse__platforms__darwin.ts.md,1,skipped,skipped: below default budget
file:src/utils/computerUse/platforms/linux.ts,2843,D,skip,file,src/utils/computerUse/platforms/linux.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/computerUse/platforms/linux.ts,files/src__utils__computerUse__platforms__linux.ts.md,1,skipped,skipped: below default budget
file:src/utils/computerUse/platforms/types.ts,2844,D,skip,file,src/utils/computerUse/platforms/types.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/computerUse/platforms/types.ts,files/src__utils__computerUse__platforms__types.ts.md,1,skipped,skipped: below default budget
file:src/utils/computerUse/win32/appDispatcher.ts,2845,D,skip,file,src/utils/computerUse/win32/appDispatcher.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/computerUse/win32/appDispatcher.ts,files/src__utils__computerUse__win32__appDispatcher.ts.md,1,skipped,skipped: below default budget
file:src/utils/computerUse/win32/bridge.py,2846,D,skip,file,src/utils/computerUse/win32/bridge.py,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/computerUse/win32/bridge.py,files/src__utils__computerUse__win32__bridge.py.md,1,skipped,skipped: below default budget
file:src/utils/computerUse/win32/bridgeClient.ts,2847,D,skip,file,src/utils/computerUse/win32/bridgeClient.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/computerUse/win32/bridgeClient.ts,files/src__utils__computerUse__win32__bridgeClient.ts.md,1,skipped,skipped: below default budget
file:src/utils/computerUse/win32/comExcel.ts,2848,D,skip,file,src/utils/computerUse/win32/comExcel.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/computerUse/win32/comExcel.ts,files/src__utils__computerUse__win32__comExcel.ts.md,1,skipped,skipped: below default budget
file:src/utils/computerUse/win32/comWord.ts,2849,D,skip,file,src/utils/computerUse/win32/comWord.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/computerUse/win32/comWord.ts,files/src__utils__computerUse__win32__comWord.ts.md,1,skipped,skipped: below default budget
file:src/utils/computerUse/win32/inputIndicator.ts,2850,D,skip,file,src/utils/computerUse/win32/inputIndicator.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/computerUse/win32/inputIndicator.ts,files/src__utils__computerUse__win32__inputIndicator.ts.md,1,skipped,skipped: below default budget
file:src/utils/computerUse/win32/shared.ts,2851,D,skip,file,src/utils/computerUse/win32/shared.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/computerUse/win32/shared.ts,files/src__utils__computerUse__win32__shared.ts.md,1,skipped,skipped: below default budget
file:src/utils/computerUse/win32/uiAutomation.ts,2852,D,skip,file,src/utils/computerUse/win32/uiAutomation.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/computerUse/win32/uiAutomation.ts,files/src__utils__computerUse__win32__uiAutomation.ts.md,1,skipped,skipped: below default budget
file:src/utils/computerUse/win32/virtualCursor.ts,2853,D,skip,file,src/utils/computerUse/win32/virtualCursor.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/computerUse/win32/virtualCursor.ts,files/src__utils__computerUse__win32__virtualCursor.ts.md,1,skipped,skipped: below default budget
file:src/utils/computerUse/win32/windowBorder.ts,2854,D,skip,file,src/utils/computerUse/win32/windowBorder.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/computerUse/win32/windowBorder.ts,files/src__utils__computerUse__win32__windowBorder.ts.md,1,skipped,skipped: below default budget
file:src/utils/computerUse/win32/windowCapture.ts,2855,D,skip,file,src/utils/computerUse/win32/windowCapture.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/computerUse/win32/windowCapture.ts,files/src__utils__computerUse__win32__windowCapture.ts.md,1,skipped,skipped: below default budget
file:src/utils/computerUse/win32/windowEnum.ts,2856,D,skip,file,src/utils/computerUse/win32/windowEnum.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/computerUse/win32/windowEnum.ts,files/src__utils__computerUse__win32__windowEnum.ts.md,1,skipped,skipped: below default budget
file:src/utils/computerUse/win32/windowMessage.ts,2857,D,skip,file,src/utils/computerUse/win32/windowMessage.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/computerUse/win32/windowMessage.ts,files/src__utils__computerUse__win32__windowMessage.ts.md,1,skipped,skipped: below default budget
file:src/utils/hooks.ts,2858,D,skip,file,src/utils/hooks.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/hooks.ts,files/src__utils__hooks.ts.md,1,skipped,skipped: below default budget
file:src/utils/plugins/marketplaceManager.ts,2859,D,skip,file,src/utils/plugins/marketplaceManager.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/plugins/marketplaceManager.ts,files/src__utils__plugins__marketplaceManager.ts.md,1,skipped,skipped: below default budget
file:src/utils/settings/mdm/constants.ts,2860,D,skip,file,src/utils/settings/mdm/constants.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/settings/mdm/constants.ts,files/src__utils__settings__mdm__constants.ts.md,1,skipped,skipped: below default budget
file:src/utils/settings/mdm/rawRead.ts,2861,D,skip,file,src/utils/settings/mdm/rawRead.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/settings/mdm/rawRead.ts,files/src__utils__settings__mdm__rawRead.ts.md,1,skipped,skipped: below default budget
file:src/utils/settings/mdm/settings.ts,2862,D,skip,file,src/utils/settings/mdm/settings.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/settings/mdm/settings.ts,files/src__utils__settings__mdm__settings.ts.md,1,skipped,skipped: below default budget
file:src/utils/swarm/backends/ITermBackend.ts,2863,D,skip,file,src/utils/swarm/backends/ITermBackend.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/swarm/backends/ITermBackend.ts,files/src__utils__swarm__backends__ITermBackend.ts.md,1,skipped,skipped: below default budget
file:src/utils/swarm/backends/InProcessBackend.ts,2864,D,skip,file,src/utils/swarm/backends/InProcessBackend.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/swarm/backends/InProcessBackend.ts,files/src__utils__swarm__backends__InProcessBackend.ts.md,1,skipped,skipped: below default budget
file:src/utils/swarm/backends/PaneBackendExecutor.ts,2865,D,skip,file,src/utils/swarm/backends/PaneBackendExecutor.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/swarm/backends/PaneBackendExecutor.ts,files/src__utils__swarm__backends__PaneBackendExecutor.ts.md,1,skipped,skipped: below default budget
file:src/utils/swarm/backends/TmuxBackend.ts,2866,D,skip,file,src/utils/swarm/backends/TmuxBackend.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/swarm/backends/TmuxBackend.ts,files/src__utils__swarm__backends__TmuxBackend.ts.md,1,skipped,skipped: below default budget
file:src/utils/swarm/backends/WindowsTerminalBackend.ts,2867,D,skip,file,src/utils/swarm/backends/WindowsTerminalBackend.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/swarm/backends/WindowsTerminalBackend.ts,files/src__utils__swarm__backends__WindowsTerminalBackend.ts.md,1,skipped,skipped: below default budget
file:src/utils/swarm/backends/detection.ts,2868,D,skip,file,src/utils/swarm/backends/detection.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/swarm/backends/detection.ts,files/src__utils__swarm__backends__detection.ts.md,1,skipped,skipped: below default budget
file:src/utils/swarm/backends/it2Setup.ts,2869,D,skip,file,src/utils/swarm/backends/it2Setup.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/swarm/backends/it2Setup.ts,files/src__utils__swarm__backends__it2Setup.ts.md,1,skipped,skipped: below default budget
file:src/utils/swarm/backends/registry.ts,2870,D,skip,file,src/utils/swarm/backends/registry.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/swarm/backends/registry.ts,files/src__utils__swarm__backends__registry.ts.md,1,skipped,skipped: below default budget
file:src/utils/swarm/backends/types.ts,2871,D,skip,file,src/utils/swarm/backends/types.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/swarm/backends/types.ts,files/src__utils__swarm__backends__types.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/claude-for-chrome-mcp/src/bridgeClient.ts,2872,D,skip,file,packages/@ant/claude-for-chrome-mcp/src/bridgeClient.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/claude-for-chrome-mcp/src/bridgeClient.ts,files/packages__@ant__claude-for-chrome-mcp__src__bridgeClient.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/claude-for-chrome-mcp/src/browserTools.ts,2873,D,skip,file,packages/@ant/claude-for-chrome-mcp/src/browserTools.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/claude-for-chrome-mcp/src/browserTools.ts,files/packages__@ant__claude-for-chrome-mcp__src__browserTools.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/computer-use-mcp/src/tools.ts,2874,D,skip,file,packages/@ant/computer-use-mcp/src/tools.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/computer-use-mcp/src/tools.ts,files/packages__@ant__computer-use-mcp__src__tools.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/computer-use-mcp/src/types.ts,2875,D,skip,file,packages/@ant/computer-use-mcp/src/types.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/computer-use-mcp/src/types.ts,files/packages__@ant__computer-use-mcp__src__types.ts.md,1,skipped,skipped: below default budget
file:packages/remote-control-server/web/components/ChatInterface.tsx,2876,D,skip,file,packages/remote-control-server/web/components/ChatInterface.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/remote-control-server/web/components/ChatInterface.tsx,files/packages__remote-control-server__web__components__ChatInterface.tsx.md,1,skipped,skipped: below default budget
file:src/components/permissions/ExitPlanModePermissionRequest/ExitPlanModePermissionRequest.tsx,2877,D,skip,file,src/components/permissions/ExitPlanModePermissionRequest/ExitPlanModePermissionRequest.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/components/permissions/ExitPlanModePermissionRequest/ExitPlanModePermissionRequest.tsx,files/src__components__permissions__ExitPlanModePermissionRequest__ExitPlanModePermissionRequest.tsx.md,1,skipped,skipped: below default budget
file:src/hooks/toolPermission/handlers/interactiveHandler.ts,2878,D,skip,file,src/hooks/toolPermission/handlers/interactiveHandler.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/hooks/toolPermission/handlers/interactiveHandler.ts,files/src__hooks__toolPermission__handlers__interactiveHandler.ts.md,1,skipped,skipped: below default budget
file:src/utils/bash/ast.ts,2879,D,skip,file,src/utils/bash/ast.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/bash/ast.ts,files/src__utils__bash__ast.ts.md,1,skipped,skipped: below default budget
file:src/utils/computerUse/platforms/win32.ts,2880,D,skip,file,src/utils/computerUse/platforms/win32.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/computerUse/platforms/win32.ts,files/src__utils__computerUse__platforms__win32.ts.md,1,skipped,skipped: below default budget
file:src/utils/plugins/pluginLoader.ts,2881,D,skip,file,src/utils/plugins/pluginLoader.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/plugins/pluginLoader.ts,files/src__utils__plugins__pluginLoader.ts.md,1,skipped,skipped: below default budget
file:src/utils/sessionStorage.ts,2882,D,skip,file,src/utils/sessionStorage.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/sessionStorage.ts,files/src__utils__sessionStorage.ts.md,1,skipped,skipped: below default budget
directory:packages/remote-control-server/src/__tests__,2883,D,skip,directory,packages/remote-control-server/src/__tests__,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/remote-control-server/src/__tests__,directories/packages__remote-control-server__src____tests__.md,1,skipped,skipped: low-value or generated subtree
file:src/utils/bash/bashParser.ts,2884,D,skip,file,src/utils/bash/bashParser.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/bash/bashParser.ts,files/src__utils__bash__bashParser.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/computer-use-input/src/backends/darwin.ts,2885,D,skip,file,packages/@ant/computer-use-input/src/backends/darwin.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/computer-use-input/src/backends/darwin.ts,files/packages__@ant__computer-use-input__src__backends__darwin.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/computer-use-input/src/backends/linux.ts,2886,D,skip,file,packages/@ant/computer-use-input/src/backends/linux.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/computer-use-input/src/backends/linux.ts,files/packages__@ant__computer-use-input__src__backends__linux.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/computer-use-input/src/backends/win32.ts,2887,D,skip,file,packages/@ant/computer-use-input/src/backends/win32.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/computer-use-input/src/backends/win32.ts,files/packages__@ant__computer-use-input__src__backends__win32.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/computer-use-swift/src/backends/darwin.ts,2888,D,skip,file,packages/@ant/computer-use-swift/src/backends/darwin.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/computer-use-swift/src/backends/darwin.ts,files/packages__@ant__computer-use-swift__src__backends__darwin.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/computer-use-swift/src/backends/linux.ts,2889,D,skip,file,packages/@ant/computer-use-swift/src/backends/linux.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/computer-use-swift/src/backends/linux.ts,files/packages__@ant__computer-use-swift__src__backends__linux.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/computer-use-swift/src/backends/win32.ts,2890,D,skip,file,packages/@ant/computer-use-swift/src/backends/win32.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/computer-use-swift/src/backends/win32.ts,files/packages__@ant__computer-use-swift__src__backends__win32.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/components/AlternateScreen.tsx,2891,D,skip,file,packages/@ant/ink/src/components/AlternateScreen.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/components/AlternateScreen.tsx,files/packages__@ant__ink__src__components__AlternateScreen.tsx.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/components/AppContext.ts,2892,D,skip,file,packages/@ant/ink/src/components/AppContext.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/components/AppContext.ts,files/packages__@ant__ink__src__components__AppContext.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/components/Box.tsx,2893,D,skip,file,packages/@ant/ink/src/components/Box.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/components/Box.tsx,files/packages__@ant__ink__src__components__Box.tsx.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/components/Button.tsx,2894,D,skip,file,packages/@ant/ink/src/components/Button.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/components/Button.tsx,files/packages__@ant__ink__src__components__Button.tsx.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/components/ClockContext.tsx,2895,D,skip,file,packages/@ant/ink/src/components/ClockContext.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/components/ClockContext.tsx,files/packages__@ant__ink__src__components__ClockContext.tsx.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/components/CursorDeclarationContext.ts,2896,D,skip,file,packages/@ant/ink/src/components/CursorDeclarationContext.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/components/CursorDeclarationContext.ts,files/packages__@ant__ink__src__components__CursorDeclarationContext.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/components/ErrorOverview.tsx,2897,D,skip,file,packages/@ant/ink/src/components/ErrorOverview.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/components/ErrorOverview.tsx,files/packages__@ant__ink__src__components__ErrorOverview.tsx.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/components/Link.tsx,2898,D,skip,file,packages/@ant/ink/src/components/Link.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/components/Link.tsx,files/packages__@ant__ink__src__components__Link.tsx.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/components/Newline.tsx,2899,D,skip,file,packages/@ant/ink/src/components/Newline.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/components/Newline.tsx,files/packages__@ant__ink__src__components__Newline.tsx.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/components/NoSelect.tsx,2900,D,skip,file,packages/@ant/ink/src/components/NoSelect.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/components/NoSelect.tsx,files/packages__@ant__ink__src__components__NoSelect.tsx.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/components/RawAnsi.tsx,2901,D,skip,file,packages/@ant/ink/src/components/RawAnsi.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/components/RawAnsi.tsx,files/packages__@ant__ink__src__components__RawAnsi.tsx.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/components/ScrollBox.tsx,2902,D,skip,file,packages/@ant/ink/src/components/ScrollBox.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/components/ScrollBox.tsx,files/packages__@ant__ink__src__components__ScrollBox.tsx.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/components/Spacer.tsx,2903,D,skip,file,packages/@ant/ink/src/components/Spacer.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/components/Spacer.tsx,files/packages__@ant__ink__src__components__Spacer.tsx.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/components/StdinContext.ts,2904,D,skip,file,packages/@ant/ink/src/components/StdinContext.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/components/StdinContext.ts,files/packages__@ant__ink__src__components__StdinContext.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/components/TerminalFocusContext.tsx,2905,D,skip,file,packages/@ant/ink/src/components/TerminalFocusContext.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/components/TerminalFocusContext.tsx,files/packages__@ant__ink__src__components__TerminalFocusContext.tsx.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/components/TerminalSizeContext.tsx,2906,D,skip,file,packages/@ant/ink/src/components/TerminalSizeContext.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/components/TerminalSizeContext.tsx,files/packages__@ant__ink__src__components__TerminalSizeContext.tsx.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/components/Text.tsx,2907,D,skip,file,packages/@ant/ink/src/components/Text.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/components/Text.tsx,files/packages__@ant__ink__src__components__Text.tsx.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/core/Ansi.tsx,2908,D,skip,file,packages/@ant/ink/src/core/Ansi.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/core/Ansi.tsx,files/packages__@ant__ink__src__core__Ansi.tsx.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/core/bidi.ts,2909,D,skip,file,packages/@ant/ink/src/core/bidi.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/core/bidi.ts,files/packages__@ant__ink__src__core__bidi.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/core/clearTerminal.ts,2910,D,skip,file,packages/@ant/ink/src/core/clearTerminal.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/core/clearTerminal.ts,files/packages__@ant__ink__src__core__clearTerminal.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/core/colorize.ts,2911,D,skip,file,packages/@ant/ink/src/core/colorize.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/core/colorize.ts,files/packages__@ant__ink__src__core__colorize.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/core/constants.ts,2912,D,skip,file,packages/@ant/ink/src/core/constants.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/core/constants.ts,files/packages__@ant__ink__src__core__constants.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/core/cursor.ts,2913,D,skip,file,packages/@ant/ink/src/core/cursor.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/core/cursor.ts,files/packages__@ant__ink__src__core__cursor.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/core/devtools.ts,2914,D,skip,file,packages/@ant/ink/src/core/devtools.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/core/devtools.ts,files/packages__@ant__ink__src__core__devtools.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/core/dom.ts,2915,D,skip,file,packages/@ant/ink/src/core/dom.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/core/dom.ts,files/packages__@ant__ink__src__core__dom.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/core/focus.ts,2916,D,skip,file,packages/@ant/ink/src/core/focus.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/core/focus.ts,files/packages__@ant__ink__src__core__focus.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/core/frame.ts,2917,D,skip,file,packages/@ant/ink/src/core/frame.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/core/frame.ts,files/packages__@ant__ink__src__core__frame.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/core/get-max-width.ts,2918,D,skip,file,packages/@ant/ink/src/core/get-max-width.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/core/get-max-width.ts,files/packages__@ant__ink__src__core__get-max-width.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/core/instances.ts,2919,D,skip,file,packages/@ant/ink/src/core/instances.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/core/instances.ts,files/packages__@ant__ink__src__core__instances.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/core/line-width-cache.ts,2920,D,skip,file,packages/@ant/ink/src/core/line-width-cache.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/core/line-width-cache.ts,files/packages__@ant__ink__src__core__line-width-cache.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/core/measure-element.ts,2921,D,skip,file,packages/@ant/ink/src/core/measure-element.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/core/measure-element.ts,files/packages__@ant__ink__src__core__measure-element.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/core/measure-text.ts,2922,D,skip,file,packages/@ant/ink/src/core/measure-text.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/core/measure-text.ts,files/packages__@ant__ink__src__core__measure-text.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/core/node-cache.ts,2923,D,skip,file,packages/@ant/ink/src/core/node-cache.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/core/node-cache.ts,files/packages__@ant__ink__src__core__node-cache.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/core/optimizer.ts,2924,D,skip,file,packages/@ant/ink/src/core/optimizer.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/core/optimizer.ts,files/packages__@ant__ink__src__core__optimizer.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/core/parse-keypress.ts,2925,D,skip,file,packages/@ant/ink/src/core/parse-keypress.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/core/parse-keypress.ts,files/packages__@ant__ink__src__core__parse-keypress.ts.md,1,skipped,skipped: below default budget
